重安醫院    842高雄市旗山區大仁街18號
社團法人台灣關懷地中海型貧血協會    420台中市豐原區豐中路73巷3號
社團法人基隆市脊髓損傷者協會  202基隆市中正區祥豐街177巷61號1樓
社團法人屏東縣聲暉聽障協進會  900屏東縣屏東市建豐路180巷35號1樓
社團法人屏東縣脊髓損傷者協會  900屏東縣屏東市建豐路180巷35號1樓
社團法人彰化縣盲人福利協進會  522彰化縣田尾鄉北曾村福德巷343號
社團法人彰化縣芙蓉兩性關懷成長協會   511彰化縣社頭鄉忠孝3路24號
社團法人新北市新莊市殘障博愛協會    242新北市新莊區民安西路283號
社團法人新竹縣志願服務協會   305新竹縣新埔鎮文山里犁頭三段335號
社團法人理善國際關懷協會    103台北市大同區青島東路一段7號6樓之2
社團法人苗栗縣歡喜助學社會關懷協會   360苗栗縣苗栗市僑育街119號
社團法人高雄市彩色頁女性願景協會    800高雄市新興區黃海街62號2樓
社團法人高雄市慈善團體聯合協會 807高雄市三民區北平二街16號9樓
社團法人高雄市長期照護機構聯合協會   811高雄市楠梓區惠民路208號
社團法人高雄縣湖內鄉老人健康促進會   829高雄市湖內區東方路260號
社團法人高雄縣脊髓損傷者協會  830高雄市鳳山區經武路196巷17弄4號
臺北市龍山老人服務暨日間照顧中心    108台北市萬華區梧州街36號3樓
財團法人中華民國兒童癌症基金會 100台北市中正區青島西路11號6樓
財團法人伊甸社會福利基金會   540南投縣南投市漳興里漳興巷51號3樓
財團法人佛教私立禪光育幼院   971花蓮縣新城鄉新城村仁愛路17之2號
財團法人台北市私立恆安老人養護中心   108台北市萬華區水源路187號
財團法人台北市私立自立庇護工場 112台北市北投區榮華一路4巷18號
財團法人台北市私立華興育幼院  111台北市士林區仰德大道一段101號
財團法人台東縣私立台東仁愛之家 950台東縣台東市中興路三段549號
財團法人台東縣私立柏林老人養護中心   950台東縣台東市重慶路831號
財團法人台灣世界展望會七美工作站    883澎湖縣七美鄉南港村5鄰19號
財團法人台灣世界展望會中區辦事處    403台中市西區五權路1-67號17樓
財團法人台灣世界展望會恆春中心 946屏東縣恆春鎮恆公路1026巷26號
財團法人台灣世界展望會新營工作站    730台南市新營區博愛街35號3樓
財團法人台灣基督教長老教會蒙恩教會   408台中市南屯區惠文路300號
財團法人台灣省私立嘉義濟美仁愛之家   600嘉義市圳頭里盧厝91之1號
財團法人台灣省私立嘉義濟美仁愛之家   600嘉義市圳頭里盧厝91之1號
財團法人台灣私立香園紀念教養院 303新竹縣湖口鄉中正路三段130號
財團法人天主教靈醫會羅東聖母醫院    265宜蘭縣羅東鎮中正南路160號
財團法人宜蘭縣私立竹林教養院  262宜蘭縣礁溪鄉六結村六結路151號
財團法人心路社會福利基金會新竹分會   300新竹市東南街142巷28號1樓
財團法人新竹市天主教仁愛社會福利基金會 300新竹市埔頂路6巷26號
財團法人桃園縣私立聖愛教養院  326桃園縣楊梅市員本里員本路619號
財團法人私立天主教華光智能發展中心   306新竹縣關西鎮正義路126號
財團法人純青社會福利基金會   105台北市松山區光復北路190巷35號2樓
財團法人臺灣更生保護會臺南分會 708台南市安平區健康路三段310號
財團法人豐匙慈善公益基金會   104台北市中山區民生東路二段22號3樓
財團法人陽光社會福利基金會   104台北市中山區南京東路三段91號3樓
財團法人高雄市私立愛森兒童發展中心   813高雄市左營區翠華路611號
財團法人高雄市私立濟眾老人養護中心   811高雄市楠梓區加昌路298號
財團法人高雄縣私立安安家園   831高雄市大寮區三隆村鳳林二路940號
高雄市基督教關懷老人協會    806高雄市前鎮區民生一路一號之二十二
高雄市政府社會局兒童福利服務中心    807高雄市三民區九如一路775號
中國松柏長青福利服務協會    852高雄市茄萣區崎漏村崎漏一街95巷19號
中華民國天使之家全人關懷協會  114台北市內湖區成功路二段242號1樓
中華民國希伯崙全人關懷協會燕巢分會   824高雄市燕巢區正德新村4號
中華民國截肢青少年輔健勵進會  108台北市萬華區漢口街二段102號2樓
中華民國無喉者復聲協會 112台北市北投區石牌路二段201號思源樓7樓
中華民國紅十字會台灣省彰化縣支會    500彰化縣彰化市健興路1號104室
中華民國老人學友協會  104台北市中山區朱馥里16鄰建國北路二段69號
台中市葫蘆墩家庭福利服務中心  420台中市豐原區圓環北一路355號3樓
台北市南港區社會福利服務中心  115台北市南港區南港路一段360號9樓
台北市政府勞工局就業服務中心  103台北市大同區承德路三段287之1號
台北市政府社會局安康平價住宅  116台北市文山區興隆路四段103號3樓
台北市文山區社會福利服務中心  116台北市文山區興隆路二段160號6樓
台北市私立吉心老人養護所    106台北市大安區新生南路三段70巷3號1樓
台北市私立御仙園老人養護所   115台北市南港區忠孝東路六段266號2樓
台東縣卑南鄉原住民家婦中心   954台東縣卑南鄉太平村太平路547巷4號
台灣士林地方法院少年法庭觀護人室    111台北市士林區士東路190號4樓
台灣聽障者攝影協會   116台北市文山區萬盛里6鄰羅斯福路五段95號4樓
員林百果山國際獅子會  510彰化縣員林鎮中正里林森路231巷42鄰2號9樓
彰化縣一尚安老人養護中心    511彰化縣社頭鄉中山路三段60巷288弄60號
彰化縣連富老人養護中心 503彰化縣花壇鄉中庄村中山路一段40巷76號
新竹市私立欣安老人養護中心   300新竹市新竹市光鎮里南大路428號2樓
桃園縣私立佳興養護中心 333桃園縣龜山鄉龜山鄉復興北路88號、90號
桃園縣私立台大老人養護中心   330桃園縣桃園市桃園市經國路242號4樓
桃園縣私立康全養護中心 330桃園縣桃園市桃園市數林四街26號1、2樓
桃園縣私立慈慧養護中心 333桃園縣龜山鄉龜山鄉萬壽路二段345號1樓
法律扶助基金會彰化分會 510彰化縣員林鎮新興里萬年路三段236號1樓
社團法人中華民國紅心字會    100台北市中正區重慶南路一段43號5樓之2
社團法人台北市社會工作師公會  100台北市中正區中華路一段25號10樓
社團法人台灣癲癇之友協會    105台北市松山區敦化北路155巷66弄41號 B1
社團法人台灣走出埃及輔導協會  110台北市信義區通化街186巷6-1號1樓
社團法人嘉義市聲暉協進會    600嘉義市西區福民里7鄰錦州二街28號2樓
社團法人宜蘭縣老人福利服務協進會    261宜蘭縣頭城鎮協天路690號2樓
社團法人屏東縣盲人福利協進會  928屏東縣東港鎮興農里興農路34-8號
社團法人桃園縣社區精神復健協會 334桃園縣八德市介壽路二段1418號
社團法人臺北市家庭照顧者關懷協會    106台北市大安區樂業街126號3樓
社團法人雲林縣聽語障福利協進會 630雲林縣斗南鎮東明里新庄65-3號
社團法人雲林縣身心障礙福利協會 632雲林縣虎尾鎮光復路315巷17號1F
社團法人高雄市小草關懷協會   812高雄市小港區泰山里16鄰宏光街56號
社團法人高雄市腦性麻痺服務協會 807高雄市三民區九如二路495號9樓
財團法人人本教育文教基金會   106台北市大安區羅斯福路三段227號9樓
財團法人北部台灣基督長老教會羅東教會  265宜蘭縣羅東鎮民生82-5號
財團法人台北市基督教社會互談會 104台北市中山區松江路22號8樓之2
財團法人台北市私立祥永老人養護所    112台北市北投區自強街160號1樓
財團法人台南縣私立慈惠教養院  713台南市左鎮區左鎮鄉榮和村79-3號
財團法人台南縣私立長泰教養院  712台南市新化區北勢里北勢100之3號
財團法人台灣世界展望會基隆中心 202基隆市中正區義一路43號5樓之3
財團法人台灣世界展望會總會   105台北市松山區民生東路四段133號6樓
財團法人台灣世界展望會虎尾工作站    632雲林縣虎尾鎮公安路75巷20號
財團法人台灣省私立高雄仁愛之家 831高雄市大寮區後庄里民順街1號
財團法人張老師基金會台中分事務所    404台中市北區進化北路369號7樓
財團法人張老師基金會台北分事務所    104台北市中山區大直街20巷18號
財團法人桃園縣私立祥育啟智教養院    334桃園縣八德市友聯街29巷24號
財團法人水源地文教基金會    404台中市北區新北里育才街3巷3號3樓之4
財團法人聖迪斯哥文教基金會   105台北市松山區南京東路三段278號8樓
財團法人育成社會福利基金會   106台北市大安區建國南路一段321號3樓
財團法人苗栗縣私立廣愛教養院  364苗栗縣大湖鄉靜湖村10鄰上坪88號
財團法人苗栗縣私立親民啟能教養院    351苗栗縣頭份鎮學府路24巷29號
財團法人陽光社會福利基金會雲嘉中心   600嘉義市仁愛路347號6樓之三
財團法人雙溪啟智文教基金會   104台北市中山區明水路581巷17號4樓之3
財團法人高雄縣私立天聖社會福利基金會  820高雄市岡山區育才路3號
高雄市兒童青少年與家庭諮商中心 807高雄市三民區九如一路775號1樓
高雄市大樹老人福利協進會    840高雄市大樹區大樹里長春路新吉巷2號
高雄市服務與學習發展協會    806高雄市前鎮區富國里35鄰桂林街8號4樓
高雄縣甲仙鄉老人福利協進會   847高雄市甲仙區和安村中正路99巷12號
世界展望會附設卓溪鄉家婦中心  982花蓮縣卓溪鄉卓溪村中正6鄰61-1號
世界展望會附設那瑪夏區家婦中心 849高雄市那瑪區瑪雅里平和巷17號
中華民國緣福藝文體育協會    422台中市石岡區德興村9鄰豐勢路232巷7號
中華民國臨床心理師公會全國聯合會    台北市新生南路一段137之1號3樓
中華民國醫務社會工作協會    105台北市松山區南京東路五段163號2樓之3
亞太國際勞動人權促進協會    234新北市永和區永貞里4鄰福和路153號2樓
南投縣綜合性身心障礙福利復健服務中心  545南投縣埔里鎮八德路17號
原住民婦幼發展協會附設茂林區家婦中心  851高雄市茂林區茂林里37號
台中市原住民布農族邁阿尚發展協會    408台中市南屯區大墩16街17號5樓
台中市沐風關懷協會(南屯分校) 408台中市南屯區大墩六街319巷41號2樓
台北市內湖婦女福利服務中心   114台北市內湖區康樂街110巷16弄20號7樓
台北市政府社會局福民平價住宅  108台北市萬華區西園路二段320巷57號
台北市私立唭哩岸老人養護所   112台北市北投區東華街二段332號1、2樓
台北市私立婉親園老人養護所   111台北市士林區忠誠路二段10巷51號1樓
台北市私立宜群老人養護所    111台北市士林區中山北路五段850巷8號1樓
台北市私立德寶老人養護所    103台北市大同區長安西路78巷4弄11號1-4樓
台北市私立瑞生老人養護所    111台北市士林區德行東路109巷63弄10號1樓
台北市私立盲人有聲圖書館    111台北市士林區延平北路二段135巷8號3樓
台北市私立福安老人養護所    110台北市信義區中坡南路98巷6號、8號1樓
台北市私立群惠老人養護所    106台北市大安區和平東路二段76巷27號2樓
台北市私立龍安老人養護所    104台北市中山區新生北路三段87巷37號1樓
